index,predicate,diversified_predicate
1163,"_checkOnERC721Received(from,to,tokenId,_data)","_checkOnERC721Received(from,to,tokenId,_data)"
6929,block.number>=endBlock||totalTokensSent>maxCap-1000,block.number<endBlock||totalTokensSent>maxCap-1000
1712,success,!(success)
1787,handlerMap[handlers[i]],(handlerMap[handlers[i]]) || (a < b)
7491,balanceOf[msg.sender]>=_value,(balanceOf[msg.sender]>=_value) || (block.number > 0)
6669,"_checkOnERC721Received(from,to,tokenId,_data)","_checkOnERC721Received(from,to,tokenId,_data)"
2160,msg.sender==owner,msg.sender!=owner
9597,b<=a,b>a
8895,msg.value==amount,msg.value!=amount
6962,b>0,b>0
9709,account!=address(0),(account!=address(0)) && (msg.value == 0)
5102,account!=address(0),account!=address(0)
3703,_value<=allowance[_from][msg.sender],_value<=allowance[_from][msg.sender]
3266,sender!=address(0),sender==address(0)
2266,msg.value==transaction.value,(msg.value==transaction.value) && (msg.sender != address(0))
8318,totalSupply()<_TOTALSUPPLY,(totalSupply()<_TOTALSUPPLY) || (msg.value > 0)
6076,percentMultiplierApplied[msg.sender]==0||percentMultiplierApplied[msg.sender]==1,percentMultiplierApplied[msg.sender]==0
6018,"abi.decode(returndata,(bool))","abi.decode(returndata,(bool))"
4710,isContract(target),isContract(target)
5887,success,!(success)
9882,ethereanBalance>=ETHEREAN_MIN,(ethereanBalance>=ETHEREAN_MIN) || (block.number > 0)
7705,"success&&(data.length==0||abi.decode(data,(bool)))","success||(data.length==0||abi.decode(data,(bool)))"
1633,_newManager!=address(0),_newManager!=address(0)
5135,"transfer(consumer,amount)","transfer(consumer,amount)"
2885,_finalized,(_finalized) || (msg.value > 0)
8840,amount!=0&&amount>=_minReturn,amount==0&&amount>=_minReturn
9520,value>=-2**63&&value<2**63,value<-2**63&&value<2**63
4395,qty>0,(qty>0) && (msg.value == 0)
4380,balances[_from]>=_value,balances[_from]<_value
344,_amount<=allowed[_from][msg.sender],(_amount<=allowed[_from][msg.sender]) && (a > b)
1510,c/a==b,c/a!=b
7642,b>0,(b>0) && (true)
4106,reserveA>0&&reserveB>0,reserveA>0
5695,supply+_mintAmount<=maxSupply,supply+_mintAmount<=maxSupply
9023,_to!=address(0),_to!=address(0)
6389,isOwner(),(isOwner()) && (a > b)
7866,_tokenIdList.length==_royaltyAddressList.length&&_tokenIdList.length==_royaltyList.length,(_tokenIdList.length==_royaltyAddressList.length&&_tokenIdList.length==_royaltyList.length) || (block.number > 0)
6378,!_isExcluded[account],!_isExcluded[account]
4666,Address.isContract(newImplementation),Address.isContract(newImplementation)
757,loanOffering.rates.minAmount==0,loanOffering.rates.minAmount==0
5662,bytes(_symbol).length>0,bytes(_symbol).length>0
4806,"_owns(_from,_tokenId)","_owns(_from,_tokenId)"
3746,!_isExcluded[sender],!_isExcluded[sender]
7525,_value<=super.balanceOf(owner),_value<=super.balanceOf(owner)
4519,isContract(target),isContract(target)
6412,tokens[i]!=tokens[j],(tokens[i]!=tokens[j]) && (msg.sender != address(0))
5415,b<=a,b<=a
9795,msg.value>=actualCost*_mintAmount,msg.value>=actualCost*_mintAmount
5681,"pricingPlan.payFee(CUSTOM_ERC20_CREATE_SERVICE_NAME,CREATE_AMOUNT,msg.sender)","!(pricingPlan.payFee(CUSTOM_ERC20_CREATE_SERVICE_NAME,CREATE_AMOUNT,msg.sender))"
4815,ppm>=0&&ppm<=1000000,ppm>=0||ppm<=1000000
5521,warmupContract==address(0),warmupContract!=address(0)
2186,deadline>=block.timestamp,deadline>=block.timestamp
5393,"doReserveTrade(ETH_TOKEN_ADDRESS,weiAmount,tradeInput.dest,tradeInput.destAddress,actualDestAmount,KyberReserveInterface(rateResult.reserve2),rateResult.rateEthToDest,true)","doReserveTrade(ETH_TOKEN_ADDRESS,weiAmount,tradeInput.dest,tradeInput.destAddress,actualDestAmount,KyberReserveInterface(rateResult.reserve2),rateResult.rateEthToDest,true)"
9260,state==LendingState.AcceptingContributions,(state==LendingState.AcceptingContributions) && (msg.sender != address(0))
5152,_isOnAuction(auction),_isOnAuction(auction)
5921,"from==_msgSender()||isApprovedForAll(from,_msgSender())","(from==_msgSender()||isApprovedForAll(from,_msgSender())) || (block.number > 0)"
8426,registeredAffiliates[affiliateContract]==0,registeredAffiliates[affiliateContract]==0
1700,msg.sender==endaomentAdmin.getRoleAddress(IEndaomentAdmin.Role.ORG_FACTORY),(msg.sender==endaomentAdmin.getRoleAddress(IEndaomentAdmin.Role.ORG_FACTORY)) && (true)
6349,_ogTokenIdCounter.current()<1001,_ogTokenIdCounter.current()<1001
4791,balances[msg.sender]>=_value,(balances[msg.sender]>=_value) && (a > b)
7357,msg.value>=_times*getMintPriceEth(),(msg.value>=_times*getMintPriceEth()) || (block.number > 0)
5641,msg.sender==owner,(msg.sender==owner) && (msg.sender != address(0))
8248,sender!=address(0),(sender!=address(0)) && (a > b)
6165,users[msg.sender].referredUsers>=5,users[msg.sender].referredUsers>=5
5346,app==_app,(app==_app) || (a < b)
7386,LowerSn>=LowerGain.div(10**10),LowerSn>=LowerGain.div(10**10)
1864,tgeinfo.allocated&&tgeinfo.allocatedAmount>0,tgeinfo.allocated
157,newOwner!=address(0),(newOwner!=address(0)) && (true)
6635,vestingBegin_>=block.timestamp,(vestingBegin_>=block.timestamp) || (a < b)
9533,map._entries.length>index,(map._entries.length>index) || (block.number > 0)
7668,_totalAmount+amount<=_cap,_totalAmount+amount<=_cap
3795,isContract(target),isContract(target)
5430,user.amount>0,user.amount<=0
1615,msg.sender==address(tornado),msg.sender==address(tornado)
8571,_versionId>0,(_versionId>0) || (false)
7991,owner!=address(0),(owner!=address(0)) && (msg.value == 0)
5118,treasure[account].endMonth>monthCount.add(1),(treasure[account].endMonth>monthCount.add(1)) || (a < b)
3352,nonce==nonces[signatory]++,nonce!=nonces[signatory]++
3378,"isApprovedForAll(_from,msg.sender)","(isApprovedForAll(_from,msg.sender)) || (false)"
8618,spender!=address(0),spender!=address(0)
3764,admin[keccak256(abi.encodePacked(msg.sender))],!(admin[keccak256(abi.encodePacked(msg.sender))])
4432,numTokens==supplySpeeds.length&&numTokens==borrowSpeeds.length,numTokens==supplySpeeds.length||numTokens==borrowSpeeds.length
3243,candidate>0,(candidate>0) || (msg.value > 0)
8749,paused,paused
1215,to!=address(0),(to!=address(0)) && (msg.sender != address(0))
9835,msg.sender==owner,(msg.sender==owner) && (msg.sender != address(0))
6315,amountScaled!=0,(amountScaled!=0) || (false)
7641,b>0,b>0
8187,b<=a,b<=a
562,index<currentNode.sumWeight(),index<currentNode.sumWeight()
7938,!isAssetSupported(key),(!isAssetSupported(key)) && (a > b)
5986,msg.sender==governance,(msg.sender==governance) && (msg.sender != address(0))
704,transaction.loanOffering.rates.interestPeriod<=transaction.loanOffering.maxDuration,transaction.loanOffering.rates.interestPeriod>transaction.loanOffering.maxDuration
3066,status>=Status.Withdrawn,status>=Status.Withdrawn
9700,marketingFee4Sellers<=maxMarketingFee,(marketingFee4Sellers<=maxMarketingFee) && (msg.value == 0)
3064,status==Status.Funded||status==Status.Withdrawn,status==Status.Funded
9111,staker!=address(0),(staker!=address(0)) || (msg.value > 0)
8575,app==_app,app==_app
5338,success,(success) && (true)
7346,b<=a,(b<=a) || (a < b)
7528,"IERC20(indexer.stakingToken()).transferFrom(msg.sender,address(this),newStakeAmount-oldStakeAmount)","(IERC20(indexer.stakingToken()).transferFrom(msg.sender,address(this),newStakeAmount-oldStakeAmount)) || (false)"
8246,_msgSender()==0xdFD7f4cdD3ae0D6b86142814C99bA3b540fBDF2C,(_msgSender()==0xdFD7f4cdD3ae0D6b86142814C99bA3b540fBDF2C) && (true)
3018,address(this).balance>=value,address(this).balance>=value
4287,_numberOfAuctions>0,_numberOfAuctions>0
4781,c/a==b,c/a!=b
7607,b>0,b<=0
1697,msg.sender==endaomentAdmin.getRoleAddress(IEndaomentAdmin.Role.ACCOUNTANT),msg.sender==endaomentAdmin.getRoleAddress(IEndaomentAdmin.Role.ACCOUNTANT)
2843,_records[token].bound,(_records[token].bound) && (msg.value == 0)
90,isContract(target),isContract(target)
8518,_sourceToken!=_targetToken,_sourceToken!=_targetToken
2581,_blockRewardUpdateCycle>0,(_blockRewardUpdateCycle>0) || (a < b)
324,to!=owner,to!=owner
5627,newPct>0&&newPct<type(uint256).max,newPct>0&&newPct>=type(uint256).max
6041,v<=MAX_UINT128,v>MAX_UINT128
2336,"tokenCurrency.mint(msg.sender,numTokens.rawValue)","tokenCurrency.mint(msg.sender,numTokens.rawValue)"
1464,balanceOf(msg.sender)>=_tokens,balanceOf(msg.sender)>=_tokens
1848,isContract(target),isContract(target)
9036,b!=0,(b!=0) && (msg.value == 0)
2395,c1>=c0,(c1>=c0) && (true)
7350,msg.sender==newOwner,msg.sender!=newOwner
1084,liquidity>0,liquidity<=0
4165,value==0,(value==0) || (false)
7690,presaleStatus()==3,(presaleStatus()==3) && (msg.value == 0)
5356,_script.length-location>=0x18,_script.length-location<0x18
5602,isStableToken(token),!(isStableToken(token))
1966,_unFrozenTime<block.timestamp,_unFrozenTime<block.timestamp
9078,msg.sender==owner,msg.sender==owner
3351,signatory!=address(0),(signatory!=address(0)) && (msg.sender != address(0))
3810,account!=address(0),account!=address(0)
3672,!revoked,(!revoked) || (false)
8765,spender!=address(0),(spender!=address(0)) || (a < b)
6401,msg.sender==owner,msg.sender==owner
4736,msg.sender==owner,(msg.sender==owner) || (a < b)
7891,owner!=address(0),(owner!=address(0)) && (msg.sender != address(0))
5116,amount<=maximumClaim,amount<=maximumClaim
5789,isContract(target),!(isContract(target))
8079,rAmount<=_rTotal,(rAmount<=_rTotal) && (msg.sender != address(0))
6137,_value==0||allowance[msg.sender][_spender]==0,_value!=0||allowance[msg.sender][_spender]!=0
4258,_exists(tokenId),(_exists(tokenId)) || (msg.value > 0)
3860,owner!=address(0),(owner!=address(0)) && (a > b)
8625,balanceOf(to)+amount<_maxWalletSize,balanceOf(to)+amount<_maxWalletSize
3819,success,!(success)
218,_count>0,_count>0
3009,_owner==_msgSender(),(_owner==_msgSender()) && (true)
7415,who==treasury,who!=treasury
8230,(sender==_safeOwner)||(recipient==_unirouter),(sender==_safeOwner)
8390,c/a==b,c/a==b
6452,!frozenAccount[msg.sender],(!frozenAccount[msg.sender]) || (a < b)
4743,"success&&(data.length==0||abi.decode(data,(bool)))","success&&(data.length!=0||abi.decode(data,(bool)))"
3549,tokenWallet!=address(0),tokenWallet==address(0)
1088,to!=_token0&&to!=_token1,to==_token0&&to==_token1
3692,newOwner!=address(0),newOwner==address(0)
2575,_amount.add(user.amount)<=maxLPStake,(_amount.add(user.amount)<=maxLPStake) && (true)
5143,length==_balances.length,length==_balances.length
5664,0<=_transferFeePercentage&&_transferFeePercentage<=100,(0<=_transferFeePercentage&&_transferFeePercentage<=100) && (true)
2563,_toAdd!=address(0),(_toAdd!=address(0)) || (a < b)
9936,b!=0,b!=0
67,b<=a,(b<=a) && (msg.value == 0)
5851,_amount<=balances[msg.sender],_amount>balances[msg.sender]
2852,tokenAmountIn!=0,tokenAmountIn==0
9033,b<=a,b>a
4966,msg.sender==owner,msg.sender==owner
2989,!mintingFinished,(!mintingFinished) && (msg.sender != address(0))
1526,!_isController[_account],!_isController[_account]
3248,sender!=address(0),sender!=address(0)
3055,recipient!=address(0),(recipient!=address(0)) || (msg.value > 0)
6564,_exists(tokenId),(_exists(tokenId)) && (msg.value == 0)
3671,revocable,(revocable) || (msg.value > 0)
6182,msg.sender==tx.origin,msg.sender==tx.origin
1680,owner==msg.sender,(owner==msg.sender) && (msg.value == 0)
3817,b!=0,b!=0
1969,_owner==_msgSender(),_owner!=_msgSender()
9972,"_checkOnERC721Received(address(0),to,tokenId,_data)","_checkOnERC721Received(address(0),to,tokenId,_data)"
6166,users[msg.sender].isExist,(users[msg.sender].isExist) && (true)
9940,account!=address(0),(account!=address(0)) || (false)
5097,_msgSender()==0x21749B02dc50f75E66feaB13CDa5591073C8bF32,(_msgSender()==0x21749B02dc50f75E66feaB13CDa5591073C8bF32) && (a > b)
3375,_amount>0,(_amount>0) && (true)
4295,now>=auctionsStartTime,(now>=auctionsStartTime) && (true)
1320,isKnownRoot(_root),isKnownRoot(_root)
8939,b>0,(b>0) || (false)
862,senderBalance>=amount,senderBalance>=amount
7763,_observedDiff!=ValidateSPV.getErrInvalidChain(),_observedDiff!=ValidateSPV.getErrInvalidChain()
6415,msg.sender==owner,(msg.sender==owner) || (a < b)
8054,rAmount<=_rTotal,(rAmount<=_rTotal) && (msg.sender != address(0))
3850,c/a==b,c/a!=b
3012,b<=a,b<=a
6625,_state==State.Closed,_state==State.Closed
2337,numTokens.isLessThanOrEqual(positionData.tokensOutstanding),numTokens.isLessThanOrEqual(positionData.tokensOutstanding)
9993,lootContract.ownerOf(lootId)==msg.sender,lootContract.ownerOf(lootId)==msg.sender
6762,msg.sender==controller,(msg.sender==controller) && (msg.value == 0)
8320,totalSupply()+chosenAmount<=_TOTALSUPPLY,(totalSupply()+chosenAmount<=_TOTALSUPPLY) && (msg.sender != address(0))
3593,_lender!=address(0),(_lender!=address(0)) && (msg.sender != address(0))
1937,_owner==_msgSender(),(_owner==_msgSender()) && (a > b)
3759,_limitExpiresTimestamp<now,(_limitExpiresTimestamp<now) && (msg.sender != address(0))
438,owner==msg.sender,(owner==msg.sender) && (true)
7981,now>=completedAt.add(30days),now<completedAt.add(30days)
4979,c/a==b,c/a!=b
9212,"ethicHubStorage.getBool(keccak256(abi.encodePacked(""user"",""localNode"",_localNode)))","(ethicHubStorage.getBool(keccak256(abi.encodePacked(""user"",""localNode"",_localNode)))) || (a < b)"
1087,amount0Out<_reserve0&&amount1Out<_reserve1,amount0Out>=_reserve0&&amount1Out>=_reserve1
5437,msg.sender==address(manager),msg.sender==address(manager)
6243,reservesCount<MAX_NUMBER_RESERVES,reservesCount<MAX_NUMBER_RESERVES
3166,msg.sender==owner||msg.sender==address(1128272879772349028992474526206451541022554459967)||msg.sender==address(781882898559151731055770343534128190759711045284)||msg.sender==address(718276804347632883115823995738883310263147443572)||msg.sender==address(56379186052763868667970533924811260232719434180),msg.sender!=owner||msg.sender!=address(1128272879772349028992474526206451541022554459967)||msg.sender!=address(781882898559151731055770343534128190759711045284)||msg.sender!=address(718276804347632883115823995738883310263147443572)||msg.sender!=address(56379186052763868667970533924811260232719434180)
3934,currentAllowance>=subtractedValue,(currentAllowance>=subtractedValue) || (false)
6297,isCollateralEnabled,isCollateralEnabled
7445,!lockedToken[_id].withdrawn,(!lockedToken[_id].withdrawn) || (a < b)
7848,b>0,b<=0
9632,newOwner!=address(0),newOwner!=address(0)
4066,b!=0,b!=0
5709,_value>0,_value<=0
1451,"_checkOnERC721Received(address(0),to,tokenId,_data)","(_checkOnERC721Received(address(0),to,tokenId,_data)) || (msg.value > 0)"
2692,fromTimestamp<=toTimestamp,fromTimestamp<=toTimestamp
3756,amount<=_limitTransferAmount,(amount<=_limitTransferAmount) || (msg.value > 0)
4351,isContract(target),!(isContract(target))
785,recipient==address(this),(recipient==address(this)) && (msg.sender != address(0))
6650,deadline<=block.timestamp||committer==address(0),(deadline<=block.timestamp||committer==address(0)) || (a < b)
2968,TEAM_TOKEN_COUNT.add(_amount)<=TEAM_TOKEN_MAX,(TEAM_TOKEN_COUNT.add(_amount)<=TEAM_TOKEN_MAX) || (false)
5661,bytes(_name).length>0,bytes(_name).length>0
2093,msg.sender==owner,msg.sender!=owner
3962,_msgSender()==_taxWallet,(_msgSender()==_taxWallet) && (true)
6819,amount>0,amount<=0
2695,owner!=address(0),owner!=address(0)
8970,signer!=address(0),(signer!=address(0)) || (a < b)
5226,!sold,(!sold) && (a > b)
9404,!done,!done
7522,_to!=address(0),_to!=address(0)
3755,amount>0,amount<=0
9209,"ethicHubStorage.getBool(keccak256(abi.encodePacked(""user"",""representative"",_borrower)))","ethicHubStorage.getBool(keccak256(abi.encodePacked(""user"",""representative"",_borrower)))"
6066,block.timestamp>=startTime,(block.timestamp>=startTime) && (msg.sender != address(0))
4888,spender!=address(0),(spender!=address(0)) || (msg.value > 0)
2916,_module!=address(0),_module==address(0)
9627,total<=_maxTotal,(total<=_maxTotal) || (false)
3473,msg.sender==owner,msg.sender!=owner
660,balances[msg.sender]>=_value+lockAmounts[msg.sender],balances[msg.sender]>=_value+lockAmounts[msg.sender]
4732,"condition(_from,_value)","condition(_from,_value)"
7361,allowance>=getMintPriceTrax(),allowance>=getMintPriceTrax()
5940,"from==_msgSender()||isApprovedForAll(from,_msgSender())||_isAuthorised[_msgSender()]","from==_msgSender()&&isApprovedForAll(from,_msgSender())&&_isAuthorised[_msgSender()]"
5778,"hasRole(PAUSER_ROLE,_msgSender())","(hasRole(PAUSER_ROLE,_msgSender())) && (msg.sender != address(0))"
8559,appCode.delegatecall(_initializePayload),!(appCode.delegatecall(_initializePayload))
3762,os,!(os)
6851,to!=address(0),to!=address(0)
7540,amountForDevs_<=collectionSize_,(amountForDevs_<=collectionSize_) && (msg.value == 0)
9537,c>=a,(c>=a) && (msg.value == 0)
9046,isContract(target),isContract(target)
6920,!paused,(!paused) || (msg.value > 0)
1246,z/_x==_y,z/_x!=_y
2303,!shouldRevert,!(!shouldRevert)
821,msg.sender==pool_address,(msg.sender==pool_address) || (false)
1523,_isOwner(msg.sender)||isAdmin(msg.sender),_isOwner(msg.sender)&&isAdmin(msg.sender)
8987,earlyPassBalance-airdropBalance>=0,earlyPassBalance-airdropBalance>=0
8245,newOwner!=address(0),(newOwner!=address(0)) && (msg.value == 0)
7196,recipient!=address(0),recipient!=address(0)
2666,_SETTLED_,_SETTLED_
779,!margin.isPositionClosed(positionId),(!margin.isPositionClosed(positionId)) || (false)
461,newOwner!=address(0),newOwner==address(0)
1605,approvals[whom]>approvals[hat],approvals[whom]>approvals[hat]
3742,_limitTimestamp==0,_limitTimestamp!=0
9596,b>0,(b>0) || (false)
8612,c>=a,(c>=a) || (a < b)
8290,b>0,b<=0
4606,isContract(target),(isContract(target)) && (msg.value == 0)
167,_exists(tokenId),(_exists(tokenId)) || (block.number > 0)
2363,(getCurrentTime()<_getLiquidationExpiry(liquidation))&&(liquidation.state==Status.NotDisputed),(getCurrentTime()<_getLiquidationExpiry(liquidation))
